function,protocol,direction,description,method_id
free,MAKER,INCOMING,Unlocks MKR tokens,0x2e1a7d4d
freeGem,MAKER,INCOMING,Frees locked collateral,0x2e1a7d4d
freeze,ERC721,OUTGOING,Freezes token metadata,0x62a5af3b
fulfillLazyMint,RARIBLE,BOTH,Fulfills lazy mint,0x4ce38b5f
fulfillListing,OPENSEA,OUTGOING,Fulfills NFT listing,0xbc61394a
fulfillOffer,OPENSEA,BOTH,Fulfills NFT offer,0xbc61394a
fulfillOrder,GNOSIS,BOTH,Fulfills placed order,0x4d5f327c
fulfillRandomness,CHAINLINK,INCOMING,Fulfills random request,0x4ce38b5f
fulfillRandomWords,CHAINLINK,INCOMING,Fulfills random words,0x4ce38b5f
fulfillRequest,API3,INCOMING,Fulfills data request,0x4ce38b5f
fundDeal,FILECOIN,OUTGOING,Funds storage deal,0x47e7ef24
fundLoan,GOLDFINCH,OUTGOING,Funds approved loan,0x47e7ef24
fundPool,BANCOR,OUTGOING,Funds pool with initial liquidity,0xf48ab19f
fundPool,BANCOR,OUTGOING,Funds pool with initial liquidity V3,0xf48ab19f
fuseCards,GODS_UNCHAINED,OUTGOING,Fuses multiple cards,0x7535d246
gauge,VELODROME,OUTGOING,Manages gauge parameters,0x7535d246
gaugeDeposit,YEARN,OUTGOING,Deposits into gauge,0x47e7ef24
gaugeDeposit,YEARN,OUTGOING,Deposits into gauge,0x47e7ef24
gaugeWithdraw,YEARN,INCOMING,Withdraws from gauge,0x69328dec
gaugeWithdraw,YEARN,INCOMING,Withdraws from gauge,0x69328dec
generateDai,MAKER,INCOMING,Generates DAI from vault,0x40c10f19
generateNote,TORNADO,NEUTRAL,Generates commitment note,0x9b3d47b4
generateProof,POLYGONID,OUTGOING,Generates zero-knowledge proof,0x9b3d47b4
generateProof,WORLDCOIN,OUTGOING,Generates proof of humanity,0x9b3d47b4
generateProof,AZTEC,NEUTRAL,Generates zero-knowledge proof,0x9b3d47b4
generateProof,MONERO,NEUTRAL,Generates bridge proof,0x9b3d47b4
generateZkProof,ZCASH,NEUTRAL,Generates zk-SNARK proof,0x9b3d47b4
getAnswer,CHAINLINK,NEUTRAL,Gets price for round,0xb5ab58dc
getBribesForEpoch,DYSTOPIA,NEUTRAL,Gets bribes for specific epoch,0x9d2c1b1f
getBuyPrice,FRIEND_TECH,NEUTRAL,Gets share buy price,0x9d2f32dd
getCachedValues,REDSTONE,NEUTRAL,Retrieves cached values,0x9d2f32dd
getEmaPrice,PYTH,NEUTRAL,Gets EMA price value,0x98f4b1b2
getFile,IPFS,INCOMING,Retrieves IPFS file,0x69328dec
getPool,UNISWAP,NEUTRAL,Gets pool address,0x1698ee82
getPrice,PYTH,NEUTRAL,Gets current price,0x9d2f32dd
getPrice,UMBRELLA,NEUTRAL,Gets price data,0x98f4b1b2
getPricePerFullShare,BEEFY,NEUTRAL,Gets vault share price,0x77c7b8fc
getPrices,REDSTONE,NEUTRAL,Gets current prices,0x9d2f32dd
getPrices,UMBRELLA,NEUTRAL,Gets multiple prices,0x0a0e6b3b
getPriceUnsafe,PYTH,NEUTRAL,Gets price without checks,0x8263db17
getReferenceData,BAND,NEUTRAL,Gets price reference data,0x9d2f32dd
getReferenceDataBulk,BAND,NEUTRAL,Gets multiple price references,0x0a0e6b3b
getReward,MULTICHAIN,INCOMING,Claims farming rewards,0x3d18b912
getReward,BEETHOVEN,INCOMING,Claims staking rewards,0x3d18b912
getReward,SOLIDLY,INCOMING,Claims staking rewards,0x3d18b912
getReward,SUSHISWAP,INCOMING,Claims staking rewards,0x3d18b912
getReward,VELODROME,INCOMING,Claims staking rewards,0x3d18b912
getReward,ZYBERSWAP,INCOMING,Claims staking rewards,0x3d18b912
getReward,CONCENTRATOR,INCOMING,Claims vault rewards,0x3d18b912
getReward,CONVEX,INCOMING,Claims staking rewards,0x3d18b912
getReward,PICKLE,INCOMING,Claims gauge rewards,0x3d18b912
getRoundData,CHAINLINK,NEUTRAL,Gets historical price data,0x9a6fc8f5
getSellPrice,FRIEND_TECH,NEUTRAL,Gets share sell price,0x7535d246
getTimestamp,CHAINLINK,NEUTRAL,Gets timestamp for round,0xb633620c
getUserReserveData,AAVE,OUTGOING,Gets the user data for a specific reserve,0x28dd2d01
getValue,DIA,NEUTRAL,Gets oracle value,0x9d2f32dd
harvest,ALLBRIDGE,INCOMING,Claims farming rewards,0x4641257d
harvest,SYNAPSE,INCOMING,Claims staking rewards,0x4641257d
harvest,BISWAP,INCOMING,Claims farming rewards,0x4641257d
harvest,BISWAP,INCOMING,Claims launchpad tokens,0x4641257d
harvest,CAMELOT,INCOMING,Claims staking rewards,0x4641257d
harvest,KYBERSWAP,INCOMING,Claims farming rewards,0x4641257d
harvest,MIX_SWAP,INCOMING,Claims farming rewards,0x4641257d
harvest,ORCA,INCOMING,Claims farming rewards,0x4641257d
harvest,PLATYPUS,INCOMING,Claims farming rewards,0x4641257d
harvest,QUICKSWAP,INCOMING,Claims farming rewards,0x4641257d
harvest,RAYDIUM,INCOMING,Claims farming rewards,0x4641257d
harvest,SPIRITSWAP,INCOMING,Claims farming rewards,0x4641257d
harvest,SPOOKYSWAP,INCOMING,Claims farming rewards,0x4641257d
harvest,SUSHISWAP,INCOMING,Claims farming rewards,0xddc63262
harvest,VULPEFI,INCOMING,Claims yield rewards,0x4641257d
harvest,WOMBAT,INCOMING,Claims farming rewards,0x4641257d
harvest,TRUEFI,INCOMING,Harvests portfolio yield,0x4641257d
harvest,ALPACA,INCOMING,Claims farming rewards,0x4641257d
harvest,CONCENTRATOR,INCOMING,Harvests vault rewards,0x4641257d
harvest,JONES,INCOMING,Harvests vault rewards,0x4641257d
harvest,PICKLE,INCOMING,Harvests farming rewards,0x4641257d
harvest,YEARN,INCOMING,Harvests vault rewards,0x4641257d
harvest,YEARN,INCOMING,Harvests vault rewards,0x4641257d
harvest,YEARN,INCOMING,Harvests vault rewards,0x4641257d
harvest,YIELD_YAK,INCOMING,Harvests farming rewards,0x4641257d
harvestCrops,CRYPTO_UNICORNS,INCOMING,Harvests grown crops,0x4641257d
harvestDD,ORCA,INCOMING,Claims double dip rewards,0x4641257d
harvestFees,SYMBIOSIS,INCOMING,Harvests accumulated fees,0xd294f093
harvestFromLand,AXIE,INCOMING,Harvests land resources,0x4641257d
harvestPlants,DEFI_KINGDOMS,INCOMING,Harvests grown plants,0x4641257d
harvestProtocolFee,SUSHISWAP,INCOMING,Collects protocol fees,0x5325cbd5
harvestResources,ILLUVIUM,INCOMING,Harvests land resources,0x4641257d
harvestResources,ILLUVIUM,INCOMING,Harvests land resources,0x4641257d
harvestRewards,MESH_SWAP,INCOMING,Claims farming rewards,0x4641257d
harvestRewards,PANCAKESWAP,INCOMING,Claims staking rewards,0x18fccc76
harvestRewards,ZAPPER,INCOMING,Claims farming rewards,0x4641257d
harvestRewards,WALLFAIR,INCOMING,Claims staking rewards,0x4641257d
harvestRewards,PIREX,INCOMING,Harvests protocol rewards,0x4641257d
harvestYield,OETH,INCOMING,Harvests vault yield,0x4641257d
harvestYield,REDACTED,INCOMING,Harvests treasury yield,0x4641257d
increase_amount,ETH_GENERIC,OUTGOING,Increases the amount of locked tokens,0x4957677c
increase_amount,CURVE,OUTGOING,Increase locked amount,0x5ef8f675
increase_unlock_time,ETH_GENERIC,OUTGOING,Extends the lock duration,0xc27f68a5
increase_unlock_time,CURVE,OUTGOING,Extend lock duration,0xc27f24d2
increaseAllowance,ERC20,OUTGOING,Increases token allowance,0x39509351
increaseLiquidity,PANCAKESWAP,OUTGOING,Increases liquidity in position,0x219f5d17
increaseLiquidity,UNISWAP,OUTGOING,Increases liquidity in position,0x219f5d17
increaseObservationCardinalityNext,UNISWAP,OUTGOING,Increases observation cardinality,0x32148f67
increaseObservationCardinalityNext,UNISWAP,OUTGOING,Increases oracle observation cardinality,0x32148f67
increasePosition,GMX,OUTGOING,Increases leverage position,0x969b0e0c
increasePosition,LEVEL,OUTGOING,Increases position size,0x219f5d17
initialize,BALANCER,OUTGOING,Initializes weighted pool,0x4cd88b76
initialize,BALANCER,OUTGOING,Initializes stable pool,0x4cd88b76
initialize,UNISWAP,OUTGOING,Initializes a new pool,0x1673c3c1
initialize,UNISWAP,OUTGOING,Initializes new pool,0x1673c3c1
initiateAuction,GNOSIS,OUTGOING,Starts new auction,0x3b3be21a
initiateWithdraw,RIBBON,OUTGOING,Starts withdrawal process,0x0c49ccbe
initReserve,AAVE,OUTGOING,Initializes a new reserve in the protocol,0x7a708e92
instantRedeemLocal,STARGATE,INCOMING,Instantly redeems local tokens,0x2f4f5cc5
intendToUnstake,ETH_GENERIC,OUTGOING,Signals intention to unstake tokens,0xc32c92b1
intendToUnstake,ETH_GENERIC,OUTGOING,Signal intention to unstake,0xc32f7f73
interactContract,ARWEAVE,OUTGOING,Interacts with contract,0x7535d246
invest,INSURACE,OUTGOING,Invests in coverage pool,0x47e7ef24
invest,CENTRIFUGE,OUTGOING,Invests in financing pool,0x47e7ef24
invest,TRUEFI,OUTGOING,Invests in portfolio,0x47e7ef24
inviteMember,BRIGHTID,OUTGOING,Invites new member,0x2f4f5cc5
issueClaim,POLYGONID,OUTGOING,Issues new claim,0x3a088cd2
issueCredential,WORLDCOIN,OUTGOING,Issues identity credential,0x3a088cd2
joinAMM,LOOPRING,OUTGOING,Joins AMM pool,0x5a0ce676
joinCommunity,ARWEAVE,OUTGOING,Joins profit sharing community,0x9b3d47b4
joinGroup,BRIGHTID,OUTGOING,Joins existing group,0x9b3d47b4
joinPod,EIGENLAYER,OUTGOING,Joins existing pod,0x9b3d47b4
joinPool,BALANCER,OUTGOING,Adds liquidity to pool,0x4f69c0d4
joinPool,BALANCER,OUTGOING,Adds liquidity to pool,0xb95cac28
joinPool,BEETHOVEN,OUTGOING,Adds liquidity to pool,0xb95cac28
joinPool,GAMEFI,OUTGOING,Joins existing IGO pool,0x9b3d47b4
joinPool,STAKESTONE,OUTGOING,Joins liquidity pool,0xb95cac28
joinPool,STAKEWISE,OUTGOING,Joins liquidity pool,0xb95cac28
joinswapExternAmountIn,BALANCER,OUTGOING,Joins pool with exact token amount,0x5db34277
joinTable,DECENTRAL,OUTGOING,Joins casino table,0x9b3d47b4
JunionYoutubeXD_dashhvetozhe,ETH_GENERIC,UNKNOWN,Suspicious function - potential scam,UNKNOWN
latestRoundData,CHAINLINK,NEUTRAL,Gets latest price data,0xfeaf968c
leaveGroup,BRIGHTID,OUTGOING,Leaves current group,0x7c025200
leavePod,EIGENLAYER,OUTGOING,Exits from pod,0x2e1a7d4d
leavePool,GAMEFI,INCOMING,Exits IGO pool,0x2e1a7d4d
leaveStaking,PANCAKESWAP,INCOMING,Exits CAKE staking pool,0x405d8dcd
leaveTable,DECENTRAL,INCOMING,Leaves casino table,0x2e1a7d4d
lendNFT,BLUR,OUTGOING,Lends NFT to borrower,0x47e7ef24
LetsInvest,ETH_GENERIC,UNKNOWN,Suspicious function - potential scam,UNKNOWN
levelUpHero,DEFI_KINGDOMS,OUTGOING,Increases hero level,0x7535d246
levelUpShoe,STEPN,OUTGOING,Upgrades NFT shoe,0x7535d246
lift,MAKER,OUTGOING,Activates spell,0x3c278bd5
like,FARCASTER,OUTGOING,Likes cast message,0x2f4f5cc5
limitOrder,HASHFLOW,OUTGOING,Places limit order,0x52a9c8e6
limitOrder,VULPEFI,OUTGOING,Places limit order,0x94b576de
limitOrder,ZERION,OUTGOING,Places limit order,0x94b576de
link,BRIGHTID,OUTGOING,Links user accounts,0x7535d246
liquidate,DYDX,BOTH,Liquidates margin position,0x96cd4ddb
liquidate,SYNTHETIX,BOTH,Liquidates undercollateralized position,0x96cd4ddb
liquidate,BENQI,BOTH,Liquidates undercollateralized positions,0xf0988da6
liquidate,CREAM,BOTH,Liquidates position,0xf5e3c462
liquidate,FRAX,BOTH,Liquidates undercollateralized position,0x96cd4ddb
liquidate,GEIST,BOTH,Liquidates undercollateralized position,0x96cd4ddb
liquidate,GRANARY,BOTH,Liquidates undercollateralized position,0x96cd4ddb
liquidate,HUNDRED,BOTH,Liquidates undercollateralized position,0x96cd4ddb
liquidate,IRONBANK,BOTH,Liquidates undercollateralized position,0x96cd4ddb
liquidate,MAKER,BOTH,Liquidates unsafe vault,0x96cd4ddb
liquidate,MORPHO,BOTH,Liquidates undercollateralized position,0x96cd4ddb
liquidate,RADIANT,BOTH,Liquidates undercollateralized position,0x96cd4ddb
liquidate,VENUS,BOTH,Liquidates undercollateralized position,0x96cd4ddb
liquidate,ALPACA,BOTH,Liquidates undercollateralized position,0x96cd4ddb
liquidateBorrow,COMPOUND,BOTH,Liquidates position,0xf5e3c462
liquidateLoan,TRUEFI,BOTH,Liquidates defaulted loan,0x96cd4ddb
liquidateMultiple,ALPACA,BOTH,Liquidates multiple positions,0x945bcec9
liquidatePosition,DYDX,BOTH,Liquidates underwater position,0x96cd4ddb
liquidatePosition,GAINS,BOTH,Liquidates underwater position,0x96cd4ddb
liquidatePosition,GMX,BOTH,Liquidates underwater position,0x96cd4ddb
liquidatePosition,HUBBLE,BOTH,Liquidates underwater position,0x96cd4ddb
liquidatePosition,LEVEL,BOTH,Liquidates underwater position,0x96cd4ddb
liquidatePosition,MYCELIUM,BOTH,Liquidates underwater position,0x96cd4ddb
liquidatePosition,POLYNOMIAL,BOTH,Liquidates underwater position,0x96cd4ddb
liquidationCall,AAVE,BOTH,Liquidates an unhealthy position,0x00a718a9
liquidationCall,AAVE,BOTH,Liquidates an unhealthy position,0x00a718a9
liquidationCall,AAVE,BOTH,Liquidates an unhealthy position,0x00a718a9
list,X2Y2,OUTGOING,Lists NFT for sale,0x6c1aaf13
listAsset,STAR_ATLAS,OUTGOING,Lists asset for sale,0x6c1aaf13
listAxie,AXIE,OUTGOING,Lists Axie for sale,0x6c1aaf13
listCard,GODS_UNCHAINED,OUTGOING,Lists card for sale,0x6c1aaf13
listCard,SORARE,OUTGOING,Lists card for sale,0x6c1aaf13
listCard,SPLINTERLANDS,OUTGOING,Lists card for sale,0x6c1aaf13
listHero,DEFI_KINGDOMS,OUTGOING,Lists hero for sale,0x6c1aaf13
listHero,THETAN_ARENA,OUTGOING,Lists hero for sale,0x6c1aaf13
listItem,BIGTIME,OUTGOING,Lists item for sale,0x6c1aaf13
listItem,EMBER_SWORD,OUTGOING,Lists item for sale,0x6c1aaf13
listNFT,MAGICEDEN,OUTGOING,Lists NFT for sale,0x6c1aaf13
listNFT,MAGICEDEN,OUTGOING,Lists NFT for sale,0x6c1aaf13
listPega,PEGAXY,OUTGOING,Lists Pega for sale,0x6c1aaf13
listPinnedFiles,IPFS,NEUTRAL,Lists pinned files,0x9d2f32dd
listShoe,STEPN,OUTGOING,Lists shoe NFT for sale,0x6c1aaf13
listUnicorn,CRYPTO_UNICORNS,OUTGOING,Lists unicorn for sale,0x6c1aaf13
lock,PLATYPUS,OUTGOING,Locks tokens for vesting,0x6d0a6f36
lock,GEIST,OUTGOING,Locks tokens for vesting,0x3d18b912
lock,MAKER,OUTGOING,Locks MKR tokens,0x3d18b912
lock,ERC5192,OUTGOING,Locks token transfer,0xdd467064
lock,CONVEX,OUTGOING,Locks CVX tokens,0x3d18b912
lockAcquired,UNISWAP,BOTH,Callback when lock is acquired,0x43cb3e1c
locked,ERC5192,NEUTRAL,Checks if token is locked,0xcf309012
lockGem,MAKER,OUTGOING,Locks collateral gem,0x3d18b912
lockHND,HUNDRED,OUTGOING,Locks HND tokens,0x3d18b912
lockPICKLE,PICKLE,OUTGOING,Locks PICKLE for DILL,0x3d18b912
lockRDNT,RADIANT,OUTGOING,Locks RDNT tokens,0x3d18b912
lockSpirit,SPIRITSWAP,OUTGOING,Locks SPIRIT tokens,0x3d18b912
lockStake,ILLUVIUM,OUTGOING,Locks staked tokens,0x3d18b912
lockStake,ILLUVIUM,OUTGOING,Locks staked tokens,0x3d18b912
lockStake,FRAX,OUTGOING,Locks staked tokens,0x3d18b912
lockStake,BINANCE,OUTGOING,Locks stake for extended period,0x3d18b912
lockTokens,GAMESTARTER,OUTGOING,Locks tokens for tier access,0x3d18b912
lockWOM,WOMBAT,OUTGOING,Locks WOM tokens,0x3d18b912
makeOffer,SORARE,OUTGOING,Makes offer on card,0x94b576de
makeOffer,MAGICEDEN,OUTGOING,Makes offer on NFT,0x94b576de
makeOffer,MAGICEDEN,OUTGOING,Makes offer on NFT,0x94b576de
makeOffer,X2Y2,OUTGOING,Makes offer on NFT,0x94b576de
marketOrder,VULPEFI,BOTH,Places market order,0x7c025200
matchBorrowers,MORPHO,BOTH,Matches borrowers with lenders,0x2f4f5cc5
matchLenders,MORPHO,BOTH,Matches lenders with borrowers,0x7c025200
matchOrder,LOOKSRARE,BOTH,Matches single order,0xbc61394a
matchOrders,ZEROEX,BOTH,Matches complementary orders,0x88ec79fb
matchOrders,LOOKSRARE,BOTH,Matches multiple orders,0x945bcec9
maxDeposit,ERC4626,NEUTRAL,Gets max deposit amount,0x402d267d
maxMint,ERC4626,NEUTRAL,Gets max mint amount,0xc63d75b6
maxRedeem,ERC4626,NEUTRAL,Gets max redemption amount,0xd905777e
maxWithdraw,ERC4626,NEUTRAL,Gets max withdrawal amount,0xce96cb77
megaSwap,ONEINCH,BOTH,Executes mega swap,0x46c67b6d
megaSwap,PARASWAP,BOTH,Executes optimized mega swap,0x46c67b6d
mergePositions,GNOSIS,INCOMING,Merges conditional token positions,0x8c975e11
migrate,YEARN,BOTH,Migrates to new strategy,0x4ce38b5f
migrate,YEARN,BOTH,Migrates vault assets,0x4ce38b5f
migrate,YEARN,BOTH,Migrates vault assets,0x4ce38b5f
migrateAll,ETH_GENERIC,BOTH,Migrate all assets,0x6e7cf85f
migrateBalances,AUGUR,OUTGOING,Migrates balances from V1 to V2,0x4c2f04a4
migrateCDP,MAKER,BOTH,Migrates CDP to MCD vault,0x2f4f5cc5
migrateCollateral,MAKER,BOTH,Migrates collateral to MCD,0x4ce38b5f
migrateFromLegacyReputationToken,AUGUR,OUTGOING,Migrates REP tokens from legacy to new version,0x7f9f19a5
migrateFromLEND,AAVE,BOTH,Migrate from LEND to AAVE token,0xd34a9e4a
migrateLiquidity,MAVERICK,BOTH,Migrates liquidity between pools,0x4ce38b5f
migrateNode,GALA,BOTH,Migrates node setup,0x4ce38b5f
migrateProxy,MAKER,BOTH,Migrates proxy to MCD,0x7535d246
migrateREPv2ToREPv3,AUGUR,OUTGOING,Migrates REPv2 tokens to REPv3,0x9a8b2d42
migrateSafe2,GNOSIS,OUTGOING,Migrates a Safe to a newer version,0x9d4d7b1f
migrateStrategy,CONCENTRATOR,BOTH,Migrates to new strategy,0x4ce38b5f
migrateStrategy,YEARN,BOTH,Migrates strategy,0x4ce38b5f
migrateStrategy,YEARN,BOTH,Migrates strategy,0x4ce38b5f
migrateToMCD,MAKER,BOTH,Migrates to Multi Collateral DAI,0x4ce38b5f
mine,TORNADO,OUTGOING,Mines anonymity points,0x1698ee82
minePlanets,STAR_ATLAS,BOTH,Mines planetary resources,0x7c025200
mint,SYNTHETIX,OUTGOING,Mints sUSD with SNX,0x40c10f19
mint,CURVE,OUTGOING,Mints CRV tokens,0x40c10f19
mint,KYBERSWAP,OUTGOING,Mints elastic pool position,0x88316456
mint,PANCAKESWAP,OUTGOING,Creates new position in V3 pool,0x88316456
mint,SOLIDLY,OUTGOING,Mints LP tokens,0x6a627842
mint,SUSHISWAP,OUTGOING,Creates new concentrated liquidity position,0x88316456
mint,UNISWAP,OUTGOING,Creates new position in pool,0x6a627842
mint,UNISWAP,OUTGOING,Creates new position,0x88316456
mint,COMPOUND,OUTGOING,Mints cTokens by supplying assets,0xa0712d68
mint,CREAM,OUTGOING,Mints crTokens,0xa0712d68
mint,VENUS,OUTGOING,Mints vTokens by supplying assets,0x40c10f19
mint,NFTX,OUTGOING,Mints vault tokens,0x40c10f19
mint,RARIBLE,OUTGOING,Mints new NFT,0x40c10f19
mint,OETH,OUTGOING,Mints OETH tokens,0x40c10f19
mint,ERC1155,OUTGOING,Mints new tokens,0x40c10f19
mint,ERC20,OUTGOING,Mints new tokens,0x40c10f19
mint,ERC3525,OUTGOING,Mints new token,0x40c10f19
mint,ERC4626,OUTGOING,Mints vault shares,0x40c10f19
mint,ERC721,OUTGOING,Mints new NFT,0x40c10f19
mint_many,CURVE,OUTGOING,Mints CRV tokens for multiple gauges,0x13c36c92
mintAETH,ANKR,OUTGOING,Mints aETH tokens,0x40c10f19
mintAndSell,RARIBLE,OUTGOING,Mints and lists NFT,0x6e553f65
mintAndStake,NFTX,OUTGOING,Mints and stakes tokens,0x6e553f65
mintBatch,RARIBLE,OUTGOING,Mints multiple NFTs,0x945bcec9
mintBatch,ERC1155,OUTGOING,Mints multiple tokens,0x1f7fdffa
mintCompleteSets,AUGUR,OUTGOING,Mints complete sets of outcome shares,0x42d16cea
mintFrax,FRAX,OUTGOING,Mints new FRAX tokens,0x40c10f19
mintLPToken,DYSTOPIA,OUTGOING,Mints LP tokens,0x6a627842
mintLPToken,MESH_SWAP,OUTGOING,Mints LP tokens,0x6a627842
mintMembership,GOLDFINCH,OUTGOING,Mints membership NFT,0x40c10f19
mintNFT,CENTRIFUGE,OUTGOING,Mints asset NFT,0x40c10f19
mintOption,PREMIA,OUTGOING,Mints option token,0x40c10f19
mintPosition,CAMELOT,OUTGOING,Mints NFT position,0x88316456
mintToken,ARWEAVE,OUTGOING,Mints AR tokens,0x40c10f19
mintUnbacked,AAVE,OUTGOING,Mints unbacked aTokens to bridge liquidity,0x69a933a5
mintValue,ERC3525,OUTGOING,Mints token with value,0xf7f855b9
mintWithEther,ETH_GENERIC,OUTGOING,Mint tokens with ETH,0x90a56f37
mintWithToken,ETH_GENERIC,OUTGOING,Mint tokens with another token,0x8f31c7f9
mirror,LENS,OUTGOING,Mirrors publication,0x2f4f5cc5
mirror,LENS,OUTGOING,Mirrors with reference,0x2f4f5cc5
mix,RAILWAY,BOTH,Mixes pool assets,0x4ce38b5f
mixSwap,MIX_SWAP,BOTH,Aggregated token swap,0x13240b31
mixSwap,ONEINCH,BOTH,Aggregated token swap,0x13240b31
modifyPosition,DRIFT,BOTH,Modifies position parameters,0x0c49ccbe
modifyPosition,DYDX,BOTH,Modifies position parameters,0x0c49ccbe
modifyPosition,KWENTA,BOTH,Modifies position parameters,0x0c49ccbe
modifyPosition,PERPETUAL,BOTH,Modifies position parameters,0x0c49ccbe
modifyPosition,POLYNOMIAL,BOTH,Modifies position parameters,0x0c49ccbe
modifyPosition,CAMELOT,BOTH,Modifies NFT position,0x0c49ccbe
modifyPosition,ORCA,BOTH,Modifies existing position,0x0c49ccbe
modifyPosition,SUSHISWAP,BOTH,Modifies liquidity position,0x0c49ccbe
modifyPosition,UNISWAP,BOTH,Modifies liquidity position,0x0c49ccbe
multibet,BETSWIRL,OUTGOING,Places multiple bets,0x945bcec9
multicall,PANCAKESWAP,BOTH,Executes multiple position operations,0xac9650d8
multiSwap,MIX_SWAP,BOTH,Executes multiple swaps,0x945bcec9
multiSwap,ONEINCH,BOTH,Executes multiple swaps,0x945bcec9
multiSwap,PARASWAP,BOTH,Executes multiple swaps,0x945bcec9
multiSwap,PLATYPUS,BOTH,Executes multiple swaps,0x945bcec9
multiSwap,ZERION,BOTH,Executes multiple swaps,0x945bcec9
multiZapIn,ZAPPER,OUTGOING,Zaps into multiple protocols,0x945bcec9
multiZapOut,ZAPPER,INCOMING,Zaps out of multiple protocols,0x4ce38b5f
nonces,ERC20,NEUTRAL,Gets permit nonce,0x7ecebe00
notifyRewardAmount,VELODROME,OUTGOING,Notifies reward distribution,0x3c6b16ab
notifyRewardAmount,CONCENTRATOR,OUTGOING,Updates reward amount,0x3c6b16ab
observe,UNISWAP,NEUTRAL,Gets price observations,0x883bdbfd
openPosition,DRIFT,OUTGOING,Opens new trading position,0x969b0e0c
openPosition,DYDX,OUTGOING,Opens perpetual position,0x969b0e0c
openPosition,GAINS,OUTGOING,Opens new trading position,0x969b0e0c
openPosition,HUBBLE,OUTGOING,Opens new trading position,0x969b0e0c
openPosition,KWENTA,OUTGOING,Opens new trading position,0x969b0e0c
openPosition,LEVEL,OUTGOING,Opens new trading position,0x969b0e0c
openPosition,MYCELIUM,OUTGOING,Opens new perpetual position,0x969b0e0c
openPosition,PERPETUAL,OUTGOING,Opens new trading position,0x969b0e0c
openPosition,POLYNOMIAL,OUTGOING,Opens new trading position,0x969b0e0c
openPosition,ORCA,OUTGOING,Opens new whirlpool position,0x88316456
openPosition,ROLLBIT,OUTGOING,Opens trading position,0x969b0e0c
openPosition,LYRA,OUTGOING,Opens option position,0x969b0e0c
openVault,MAKER,OUTGOING,Opens new CDP vault,0x3b11b670
operateNode,GALA,OUTGOING,Operates Gala node,0x7535d246
operateNode,STADER,OUTGOING,Operates validator node,0x7535d246
optimize,ZERION,NEUTRAL,Optimizes portfolio allocation,0x2f4f5cc5
orderbook,LOOPRING,NEUTRAL,Gets orderbook state,0x859c82c4
outboundTransfer,ARBITRUM,OUTGOING,Initiates token transfer to L2,0x8b9e4f93
partialClosePosition,GAINS,INCOMING,Closes portion of position,0x0c49ccbe
participate,BISWAP,OUTGOING,Participates in launchpad event,0x8f38249c
participate,BULLPERKS,OUTGOING,Participates in token sale,0x8f38249c
participate,COINLIST,OUTGOING,Participates in token sale,0x8f38249c
participate,DAOMAKER,OUTGOING,Participates in SHO,0x8f38249c
participate,GAMEFI,OUTGOING,Participates in game token sale,0x8f38249c
participate,GAMESTARTER,OUTGOING,Participates in game token sale,0x8f38249c
participate,PINKSALE,OUTGOING,Participates in presale,0x8f38249c
participate,POLKSTARTER,OUTGOING,Participates in IDO,0x8f38249c
participate,SEEDIFY,OUTGOING,Participates in IGO,0x8f38249c
pause,ERC20,OUTGOING,Pauses token transfers,0x8456cb59
pauseMint,MAGICEDEN,OUTGOING,Pauses NFT minting,0x5f7b8feb
pauseMint,MAGICEDEN,OUTGOING,Pauses NFT minting,0x5f7b8feb
payback,MAKER,OUTGOING,Repays DAI debt,0x573ade81
paybackDebt,MAKER,OUTGOING,Pays back migration debt,0x573ade81
performUpkeep,CHAINLINK,OUTGOING,Performs upkeep task,0x4585e33b
permit,ERC20,OUTGOING,Approves via signature,0xd505accf
pinFile,IPFS,OUTGOING,Pins file to node,0x7535d246
placeBet,BETSWIRL,OUTGOING,Places new bet,0x8f38249c
placeBet,DECENTRAL,OUTGOING,Places casino bet,0x8f38249c
placeBet,DECENTRAL,OUTGOING,Places poker bet,0x8f38249c
placeBet,ROLLBIT,OUTGOING,Places casino bet,0x9d2f32dd
placeBet,WALLFAIR,OUTGOING,Places bet on event,0x8f38249c
placeBid,GNOSIS,OUTGOING,Places bid in auction,0x9d2f32dd
placeBid,SORARE,OUTGOING,Places auction bid,0x9d2f32dd
placeBid,STAR_ATLAS,OUTGOING,Places auction bid,0x9d2f32dd
placeBid,COPPER_LAUNCH,OUTGOING,Places auction bid,0x9d2f32dd
placeBid,MANIFOLD,OUTGOING,Places auction bid,0x9d2f32dd
placeBid,MAGICEDEN,OUTGOING,Places auction bid,0x9d2f32dd
placeBid,MAGICEDEN,OUTGOING,Places auction bid,0x9d2f32dd
placeBid,OPENSEA,OUTGOING,Places auction bid,0x9d2f32dd
placeLimitOrder,ONEINCH,OUTGOING,Places limit order,0x94b576de
placeOrder,DYDX,OUTGOING,Places new order,0x6c1aaf13
placeOrder,VELA,OUTGOING,Places new trading order,0x6c1aaf13
placeOrder,GNOSIS,OUTGOING,Places limit order,0xb8e3de8e
placeOrder,COWSWAP,OUTGOING,Places new trading order,0x6c1aaf13
placeStopOrder,DYDX,OUTGOING,Places stop loss order,0x52a9c8e6
placeTakeProfitOrder,DYDX,OUTGOING,Places take profit order,0x94b576de
